-1.436830821214464038e+00,1.213131715469300653e+00,7.080239511575092237e+00,1.168405748039968106e+00,3.319368394624722107e+00,1.519331914017978846e+00,3.827059767826866299e+00,2.847403165476402265e+00,5.436758947235196260e+00,7.346871090640583191e-03
-1.840163782111870816e+00,1.344082952535886832e+00,6.872036317112760528e+00,1.180817819212610420e+00,3.424004568409296567e+00,1.631981929154098010e+00,4.353579919440267787e+00,2.956308801408407572e+00,5.265252088172600153e+00,-3.395991740929864555e-01
-1.349534619683107728e+00,9.734968753565828026e-01,6.506500940875289629e+00,1.170617113750277660e+00,3.375938078344594029e+00,1.454709785866509009e+00,4.179490453095390023e+00,2.944257832462887858e+00,5.462544787268557300e+00,-7.544902127861830010e-02
-1.301926440761063120e+00,1.148385568032900039e+00,6.862188804113240614e+00,1.175012731446375414e+00,3.534225105413608237e+00,1.586546406066659198e+00,3.881782925569231324e+00,2.778876475895853737e+00,5.810866982696077265e+00,-2.765043707730674427e-01
-2.054648233094000354e+00,1.002712076133383201e+00,7.280617994290599526e+00,1.266738952303873234e+00,3.217708190886003461e+00,1.708181739721656101e+00,3.744741389035687540e+00,2.785635049961620702e+00,5.965014015649122037e+00,-2.311391486176210819e-01
-1.565300120056103861e+00,1.091554500865560939e+00,7.079079084276042266e+00,1.434057625797470870e+00,3.211353093650804347e+00,1.768966059023111326e+00,4.044786943052785411e+00,3.198782539678786563e+00,5.152712808362934993e+00,-5.502465719075186890e-01
-2.072961713243278936e+00,1.059391287509293900e+00,7.405156196751004671e+00,1.198114050728492197e+00,3.393910672967762832e+00,1.754160729593559953e+00,4.312339231327462663e+00,3.102625032635470070e+00,5.378497389713878363e+00,-5.147999850737741134e-01
-1.832124950252121742e+00,1.009124020066443750e+00,6.380105570781234192e+00,1.244499799507932991e+00,3.024444059291877540e+00,1.801696862141839883e+00,3.954237969164495325e+00,3.370232376896040716e+00,5.712809612376970492e+00,-2.314745371512199057e-01
-1.900603053539516640e+00,1.508854177682249498e+00,5.872423562207275793e+00,1.388200761354234425e+00,3.191033764378186088e+00,1.800985793631583842e+00,3.764967887206443820e+00,3.399538806099495769e+00,5.263558753779950194e+00,-2.273592471519196856e-01
-2.304005633750459747e+00,1.285490290522868673e+00,6.263888179150542967e+00,1.264923925829580353e+00,2.937719263359752198e+00,1.269356922671191601e+00,4.214047151315462258e+00,3.220287686475263200e+00,5.181424827635396468e+00,-5.794042631720490721e-01
-2.013209272855163157e+00,1.643047878715599763e+00,6.730554083367493945e+00,1.278783408302114122e+00,3.192221686099560252e+00,1.534171758667546737e+00,4.052617559231739719e+00,3.429347380549264024e+00,4.962368107860646305e+00,-3.228750078103890253e-01
-1.843787541113515616e+00,1.373394616638108134e+00,7.158460801966285203e+00,1.165639551167783949e+00,3.129454323973387631e+00,1.605028209042963727e+00,3.935039953008161007e+00,2.990097003088959760e+00,5.404493716969721362e+00,-3.033879398908081448e-01
-2.134030880422869370e+00,1.488373566824486849e+00,7.734803684417872915e+00,1.220768950017418142e+00,3.099834141701866663e+00,1.683850100388200932e+00,3.943931374139351576e+00,3.332944556447488438e+00,5.350559012918369106e+00,-2.766273163958659076e-01
-2.090253406905952627e+00,1.423222382949496101e+00,6.968394223681428912e+00,1.278080031418689089e+00,3.262954277494027000e+00,1.634526807923704528e+00,4.295423143178614289e+00,3.508719170028828493e+00,5.314227162302436192e+00,-2.944358761780714318e-01
-1.823601395748748910e+00,1.560793155480586281e+00,7.333130256093747690e+00,1.345223335036219492e+00,3.061076926043928115e+00,1.603100204534500417e+00,4.181156633736805794e+00,2.987374148096997306e+00,5.292290514044025507e+00,-2.899361490916363415e-01
-1.699948420411247163e+00,1.438558886237846890e+00,7.467627527845458246e+00,1.290519914714377547e+00,2.979765713260613236e+00,1.565757797653102079e+00,4.006651834306460103e+00,3.192464246234505865e+00,5.345417053750927572e+00,-2.188248353039856653e-02
