0.025,0.003,0.01,34.210169,-96.4090608252714,0.451366520839143,0.269207687902539
0.022,0.005,0.018,34.280556,-96.7697866733044,0.399068716569894,0.279412350443836
0.022,0.005,0.015,32.84232,-94.7040876324854,0.698552451115174,0.0708978089127992
0.029,0.004,0.009,33.21701,-95.2133008035937,0.624727049084347,0.125220127062438
0.025,0.006,0.011,32.63123,-94.9398901926002,0.664365945761278,0.0402941148237996
0.022,0.005,0.015,32.952499,-95.1055748654886,0.640345087149717,0.0868714903331969
0.02,0.006,0.016,32.790833,-94.8453607305755,0.678070767108574,0.0634332563638372
0.019,0.002,0.007,33.127708,-94.9530915349369,0.662452023536456,0.112273179838335
0.018,0.006,0.012,32.552217,-94.8416575095207,0.678607657744351,0.0288388602828254
0.02,0.002,0.008,32.8364,-94.9965415265205,0.656152671361576,0.0700395310739296
0.019,0.002,0.008,37.535833,-98.9163466732051,0.0878618115500218,0.751360341741183
0.023,0.002,0.004,37.65446,-98.972800112702,0.0796772277581014,0.768558808834346
0.015,0.012,0.01,37.6875,-98.7721886961637,0.108761743474156,0.77334892704317
0.019,0.004,0.008,37.80139,-99.1639223294285,0.0519684502020511,0.789860626885872
0.017,0.005,0.009,37.710278,-99.0420582946462,0.0696362205413757,0.776651267011711
0.016,0.005,0.014,37.963333,-99.2229629951989,0.0434087719887264,0.813339020139247
0.02,0.003,0.006,37.48293,-99.1122426873754,0.059460931873477,0.743690498411844
0.02,0.003,0.005,36.99958,-98.6022428048297,0.133400390828683,0.673614722496746
0.05,0.002,0.013,37.22687,-98.930739437296,0.0857751577562186,0.706567082293461
0.049,0.008,0.015,37.372501,-99.0109702161852,0.0741433504055855,0.727680572150276
0.04,0.006,0.021,37.34,-98.8559669759056,0.0966156217037032,0.722968597819013
0.05,0.004,0.016,37.07939,-98.6228270690373,0.130416097281589,0.685185525591364
0.053,0.001,0.007,38.10251,-99.1402398820344,0.0554019163791643,0.833516813176458
0.05,0.003,0.012,38.443611,-99.5223764468056,0,0.882969419446067
0.046,0.004,0.015,36.819313,-97.0951056403978,0.351904179404346,0.647479727365087
0.048,0.003,0.009,36.781944,-97.1410649981539,0.345241020916044,0.642061993486591
0.054,0.001,0.01,36.84157,-97.2233323053104,0.33331395899107,0.650706533084632
0.046,0.004,0.01,36.59744,-96.9225976651146,0.376914276062075,0.615312720786809
0.044,0.002,0.013,37.138332,-96.7319361206525,0.404556265645911,0.693730899303969
0.036,0.001,0.01,35.208153,-96.3324140441574,0.462478722469344,0.413894774177192
0.046,0.002,0.008,35.356615,-96.5648653757573,0.428778076096401,0.435418700615398
0.018,0.007,0.014,35.345607,-96.3939073031101,0.453563468854663,0.433822767769069
0.025,0.002,0.008,35.05156,-96.840633687935,0.388797361399712,0.391192020524822
0.023,0.004,0.016,35.438035,-96.5276985321176,0.434166501474224,0.447222920487142
0.024,0.001,0.014,35.50349,-96.7352062448955,0.40408216511077,0.456712544801868
0.042,0.004,0.018,37.28177,-97.6768592833339,0.26756190585478,0.714526449414055
0.036,0.004,0.006,37.905277,-98.2548934843608,0.183758874630153,0.804922098143743
0.033,0.004,0.01,37.95075,-98.3543151560663,0.169344783831477,0.811514744793557
0.053,0.002,0.012,37.48822,-98.0030931066143,0.220264733420471,0.744457439250968
0.04,0.004,0.009,36.48943,-96.3755071769447,0.456231107456037,0.599653499608388
0.025,0.002,0.011,32.67618,-93.6617030883503,0.849676700069707,0.0468109372658885
0.025,0.002,0.007,32.673811,-93.6886540379019,0.845769368526369,0.0464674811509759
0.028,0.001,0.008,32.79215,-93.7265216224508,0.840279350176731,0.0636241941871127
0.025,0.002,0.009,33.213488,-93.7120412657462,0.842378703092012,0.124709509740057
0.022,0.003,0.008,33.03239,-93.7756935204168,0.833150439649815,0.0984540367563548
0.025,0.001,0.009,33.708573,-94.2556499475235,0.763566661776758,0.196486618499603
0.022,0.005,0.009,33.85262,-94.5197214016081,0.725281750135081,0.217370461042775
0.022,0.003,0.007,38.683293,-98.2695384827373,0.181635652069875,0.917718363529822
0.024,0.005,0.009,38.61374,-98.4346408269536,0.157699219099242,0.907634613778662
