0.054,0.001,0.003,38.944979,-97.3012889204155,0.322011858461005,0.955657433553858
0.056,0.001,0.006,35.05045,-95.8228967320295,0.536348218671969,0.391031093430034
0.043,0.004,0.018,34.89405,-94.9120389856306,0.668403796053131,0.368356320795046
0.05,0.002,0.007,35.774455,-95.1937887378606,0.627555895977805,0.495996878350714
0.047,0.003,0.022,34.50417,-95.1593989044907,0.63254171217102,0.311831766096012
0.032,0.003,0.011,32.6403,-93.6803002978964,0.846980488445007,0.0416090776613915
0.024,0.004,0.014,32.6214,-93.5927076842472,0.859679609922,0.0388689676690557
0.022,0.002,0.007,32.6292,-93.6316377347579,0.854035555932226,0.039999806713511
0.024,0.003,0.015,32.3533,-94.9374165123073,0.664724578358546,0
0.022,0.006,0.005,36.48187,-98.7309309530494,0.114743264858735,0.598557455611454
0.021,0.003,0.003,36.6986,-98.6491535156952,0.126599305771006,0.629978833317214
0.019,0.025,0.05,36.9325,-98.7746218243206,0.108408990099795,0.663889506714424
0.027,0.009,0.039,39.0436,-97.2834386812136,0.324599774799773,0.969955443477357
0.022,0.007,0.014,39.25083333,-97.289755081909,0.323684027039933,1
0.018,0.024,0.032,34.13648,-95.6413367089598,0.562670675466777,0.258524303499089
0.008,0.051,0.026,34.1758,-95.9600602766625,0.516462335114663,0.264224892118064
0.017,0.018,0.026,34.14437,-95.5816926274064,0.571317836516944,0.259668190686366
0.012,0.011,0.036,33.9208,-96.0033699578558,0.51018332505104,0.227255154126236
0.018,0.041,0.032,34.06653,-95.8869528859742,0.527061398169626,0.248382996940154
0.018,0.035,0.054,33.928991,-95.873911319053,0.528952156256201,0.22844268010228
0.024,0.008,0.021,33.82376,-95.8564576797407,0.53148257379495,0.213186356578287
0.023,0.005,0.012,34.014073,-95.7521121676883,0.546610519838875,0.240777814407459
0.026,0.001,0.007,34.06698,-95.5013993982279,0.582958697870855,0.248448237654258
0.015,0.012,0.03,34.38805,-96.1360565466801,0.490946507702558,0.294996762270086
0.037,0.003,0.02,34.05109,-96.0732007359595,0.500059303206881,0.246144515549591
0.036,0.003,0.01,33.82028,-95.6332100609157,0.563848871737143,0.212681828389222
0.029,0.007,0.02,33.62722,-95.4525097431281,0.590046689006344,0.184692112245292
0.024,0.029,0.041,33.920767,-94.7771650145932,0.687957738685161,0.227250369807202
0.025,0.015,0.036,33.78933,-95.0766238845921,0.644542381966778,0.208194717052567
0.03,0.028,0.043,33.99952,-95.2293513390022,0.622400052658146,0.23866792971336
0.028,5e-04,0.007,34.24313,-95.1128450524215,0.639291060067126,0.273986352741554
0.03,0.003,0.002,34.10015,-95.2910149169259,0.613460106307259,0.253257203180488
0.033,5e-04,0.002,34.10367,-95.4021926528429,0.597341628788129,0.253767530544141
0.029,0.002,0.005,35.1239,-97.8378512630504,0.244221390917899,0.401679827765327
0.026,0.001,0.004,35.366386,-98.0085124940625,0.219479034071312,0.436835293987626
0.027,0.002,0.006,35.02079,-97.7824651557716,0.252251233562935,0.386731005473808
0.022,0.006,0.008,35.0315,-97.7314667896025,0.259644944289541,0.388283734469465
0.026,0.001,0.009,35.614668,-97.8579099715761,0.241313292099668,0.472831060607576
0.031,5e-04,0.002,34.403052,-96.8854713736108,0.382296822216989,0.297171742698923
0.03,0.001,0.003,34.46248,-97.3457835350212,0.315561057504066,0.305787576382759
0.031,5e-04,0.003,34.52745,-97.4846259380825,0.295431774118453,0.315206885705618
0.026,0.004,0.016,34.445505,-97.1859935206142,0.33872731227401,0.30332655166742
0.029,0.007,0.009,34.48976,-97.3631641804888,0.313041222566548,0.309742613451061
0.032,5e-04,5e-04,34.5417,-97.1560400909171,0.343069941481309,0.31727284165222
0.025,0.002,0.012,34.416668,-97.0818110281483,0.353831623841855,0.299145781728322
0.035,0.001,0.006,34.9507,-97.6772810255478,0.267500761936557,0.376569401803818
0.033,0.003,0.018,34.60582,-97.3860112538824,0.309728868381299,0.326568918515107
0.033,0.002,0.009,34.59593,-97.8371294350305,0.244326041085627,0.325135072598483
0.036,0.002,0.005,34.25239,-96.6302102765824,0.419304413890108,0.275328861658433
0.027,0.004,0.006,34.448057,-96.7016769278503,0.40894322419392,0.303696539006068
0.032,0.007,0.019,34.40259,-96.3717455608141,0.456776464172799,0.297104762232443
0.033,0.002,0.005,34.276316,-96.2575385803417,0.473334119643009,0.27879763793762
