7.758219787315517868e-01,7.941654886285818282e-01,-5.585774148839085518e-01,1.171675342540299924e+00
7.758219787315517868e-01,7.941654886285818282e-01,-5.585774148839085518e-01,1.171675342540299924e+00
7.758219787315517868e-01,7.941654886285818282e-01,-5.585774148839085518e-01,1.171675342540299924e+00
7.758219787315517868e-01,7.941654886285818282e-01,-5.585774148839085518e-01,1.171675342540299924e+00
7.470132611761924890e-01,7.705799234619191695e-01,-5.472907855982849235e-01,1.157677890338554949e+00
7.470132611761924890e-01,7.705799234619191695e-01,-5.472907855982849235e-01,1.157677890338554949e+00
7.470132611761924890e-01,7.705799234619191695e-01,-5.472907855982849235e-01,1.157677890338554949e+00
7.470132611761924890e-01,7.705799234619191695e-01,-5.472907855982849235e-01,1.157677890338554949e+00
7.470132611761924890e-01,7.705799234619191695e-01,-5.472907855982849235e-01,1.157677890338554949e+00
7.470132611761924890e-01,7.705799234619191695e-01,-5.472907855982849235e-01,1.157677890338554949e+00
7.948321519603600560e-01,7.686548153948898898e-01,-5.267113888065261262e-01,1.138103519241814743e+00
7.948321519603600560e-01,7.686548153948898898e-01,-5.267113888065261262e-01,1.138103519241814743e+00
7.948321519603600560e-01,7.686548153948898898e-01,-5.267113888065261262e-01,1.138103519241814743e+00
7.948321519603600560e-01,7.686548153948898898e-01,-5.267113888065261262e-01,1.138103519241814743e+00
7.610248310094285262e-01,7.774068256820725331e-01,-6.069954876644698682e-01,1.134705859949899143e+00
7.610248310094285262e-01,7.774068256820725331e-01,-6.069954876644698682e-01,1.134705859949899143e+00
7.610248310094285262e-01,7.774068256820725331e-01,-6.069954876644698682e-01,1.134705859949899143e+00
7.610248310094285262e-01,7.774068256820725331e-01,-6.069954876644698682e-01,1.134705859949899143e+00
7.610248310094285262e-01,7.774068256820725331e-01,-6.069954876644698682e-01,1.134705859949899143e+00
6.992722916089204599e-01,8.085627800707000379e-01,-7.072156429520866094e-01,1.085321492443287017e+00
6.992722916089204599e-01,8.085627800707000379e-01,-7.072156429520866094e-01,1.085321492443287017e+00
6.992722916089204599e-01,8.085627800707000379e-01,-7.072156429520866094e-01,1.085321492443287017e+00
6.992722916089204599e-01,8.085627800707000379e-01,-7.072156429520866094e-01,1.085321492443287017e+00
6.992722916089204599e-01,8.085627800707000379e-01,-7.072156429520866094e-01,1.085321492443287017e+00
6.992722916089204599e-01,8.085627800707000379e-01,-7.072156429520866094e-01,1.085321492443287017e+00
6.992722916089204599e-01,8.085627800707000379e-01,-7.072156429520866094e-01,1.085321492443287017e+00
6.992722916089204599e-01,8.085627800707000379e-01,-7.072156429520866094e-01,1.085321492443287017e+00
6.992722916089204599e-01,8.085627800707000379e-01,-7.072156429520866094e-01,1.085321492443287017e+00
6.992722916089204599e-01,8.085627800707000379e-01,-7.072156429520866094e-01,1.085321492443287017e+00
6.991498158373515848e-01,7.805569036446242670e-01,-7.393488933826384280e-01,1.085008982417041912e+00
7.154246257645788809e-01,8.118082514829167984e-01,-6.786122824188648428e-01,1.128564211982820753e+00
7.154246257645788809e-01,8.118082514829167984e-01,-6.786122824188648428e-01,1.128564211982820753e+00
