2.856118440764851663e+00,4.826223817151651829e+00,4.274743579789317849e+00,3.563259513011306723e+00,3.188950410514417300e+00,3.020656678583816479e+00,3.661317890680146014e+00,2.201717267192969452e+00,2.985407788750574110e+00,3.213002229054581438e+00,4.260623941798998615e+00,3.204175640283720927e+00,2.099106039078281416e+00,3.598877782131997272e+00,5.205649120781595585e+00,3.381138529359164480e+00,3.922147435444372832e+00,4.600063018094591172e+00,3.387879746718459373e+00,3.794972562504998592e+00,3.867659292051320197e+00,2.276808241742182659e+00,4.813461539825673263e+00,3.588346479106114373e+00,3.097342363531891074e+00,5.964663804552786885e+00,2.689562456991728912e+00,3.461031813091382414e+00,4.603735032984907605e+00,2.592725378729932029e+00
2.933119606510122601e+00,4.864802496653965136e+00,4.283415700782303048e+00,4.185152870531474001e+00,3.232283955005902598e+00,2.794403993165896605e+00,3.711968284799627149e+00,2.249271991964880257e+00,2.802951113406088712e+00,3.086640185641721601e+00,4.288545233976928550e+00,3.326235124884372230e+00,1.993513627623979101e+00,3.604513763044340457e+00,6.572011743818819696e+00,3.461717783279616434e+00,3.786043000971829997e+00,4.680840236752286110e+00,3.405436367589866009e+00,3.746722496902832766e+00,4.013037924045521621e+00,2.281958583426701104e+00,4.851264891880346042e+00,3.550281770151071825e+00,3.087500561846606484e+00,5.876534359278893227e+00,2.691245249930484640e+00,3.616490234920517466e+00,4.726688140023328266e+00,2.555711954772895034e+00
2.950980904583354381e+00,4.871874855240896807e+00,4.070841501212058233e+00,4.188507766368663177e+00,3.252922437297093072e+00,2.776525726316722231e+00,3.661960945014103075e+00,2.305312903016768722e+00,2.725168698451496674e+00,3.087569296382691508e+00,4.289663189360350515e+00,3.325991848463087930e+00,2.209422987159944451e+00,3.194260467137084003e+00,6.374879399618315290e+00,3.428633445511616973e+00,4.331715458027201926e+00,4.830873381971752423e+00,3.419131409390061549e+00,3.531496655158910869e+00,3.613027632711286241e+00,2.016695333308577975e+00,4.437218612524172379e+00,3.411465002915017308e+00,3.160630499127031090e+00,5.804723127157093820e+00,2.686567185414346248e+00,3.587891868651047034e+00,4.384918414147406018e+00,2.419237770228194417e+00
2.829872558836552532e+00,4.442664371160031322e+00,4.130188671852883076e+00,3.844143390674795491e+00,3.223836684155153343e+00,3.170664284835260194e+00,3.471913684980093784e+00,2.278118425611616260e+00,2.574029342578294077e+00,3.103304714642142859e+00,3.917447191101188775e+00,3.338735220874358589e+00,2.209216933148268058e+00,3.235406153311443767e+00,6.240347268297569805e+00,3.263207932536856148e+00,4.061688909731007158e+00,4.713004427090915271e+00,4.055688172176781237e+00,3.526131493648271942e+00,3.496566412159564763e+00,2.021598441039270444e+00,4.463318503840515206e+00,3.460453157825553738e+00,3.109996422249283743e+00,5.888029035241558518e+00,3.229582979028292833e+00,3.762347851950814004e+00,4.344493397588984784e+00,2.496317591238018885e+00
2.942806758294260305e+00,4.190735405236795330e+00,4.177851849335168843e+00,3.900504414686001287e+00,3.228325698524991960e+00,3.159066492314148267e+00,3.404327871511414916e+00,2.258008446254101464e+00,2.574298907467187814e+00,2.778320042784804933e+00,4.121767046251473943e+00,3.624120531592985195e+00,2.232103539049587582e+00,3.198081418676973708e+00,6.222463188221492913e+00,2.980638176343321177e+00,4.062762283224770066e+00,4.701521884755255343e+00,3.621760224773983072e+00,3.458037849994724411e+00,3.478123712157195069e+00,2.093351350410229461e+00,4.638512902326592524e+00,2.923603803537185186e+00,3.010566978351608913e+00,6.015110806193616710e+00,3.229616494565051177e+00,3.901429780354941812e+00,4.342290365733754598e+00,2.587428492880382791e+00
2.720054583777257395e+00,4.069694957337274488e+00,4.233390657635604626e+00,3.902812516224456019e+00,3.399974750909251497e+00,3.090564314329303564e+00,3.417785802341012591e+00,2.288558878255614548e+00,2.541456960655383401e+00,2.762647761388578260e+00,4.247214858925956626e+00,3.927805995564272123e+00,2.157121976445344647e+00,3.135461959765314610e+00,6.378415844245743926e+00,3.049446010594341061e+00,3.948608684349348863e+00,4.714380341769350835e+00,3.989371932209927252e+00,3.219447386648420562e+00,3.270610813081691326e+00,2.231262796668888271e+00,4.731244641649196225e+00,3.030192752560810554e+00,3.120705890510444114e+00,6.192849241311676245e+00,3.200458190258362201e+00,3.412063960102511118e+00,4.343466623364824919e+00,2.597262824480154553e+00
2.754312427043925204e+00,4.015540292535246358e+00,4.189213780419669853e+00,3.984997349799229927e+00,3.271677726035743028e+00,2.985565932451836879e+00,3.459905062526955621e+00,2.143625966235568114e+00,2.799083248058517270e+00,2.771720225522167791e+00,4.207733878226972202e+00,4.115404843609258734e+00,2.218680789406282550e+00,3.014419034185067403e+00,6.261304056518354422e+00,3.082697614688166166e+00,4.016612563391552371e+00,3.755451431401494400e+00,4.278364103170064325e+00,3.176112911315760456e+00,3.080238266631995181e+00,2.284379155374423931e+00,4.666252414904216828e+00,3.034097066974305257e+00,3.080837860367869219e+00,6.304941913143280452e+00,2.958289473170148121e+00,3.389075017999027217e+00,4.371207134735866973e+00,2.820709418400102919e+00
2.815116823334200102e+00,4.041664253475083513e+00,4.422989527493196960e+00,3.984441944787753265e+00,3.346551111960506919e+00,2.857551459543754113e+00,3.653711368339440213e+00,2.036101108706883878e+00,2.755119170538941287e+00,2.878713021738673827e+00,3.746041278183710688e+00,4.063432943171817691e+00,2.435186906716853894e+00,2.962197717905234562e+00,6.221575591160804386e+00,3.147785756216627817e+00,4.140296673230004387e+00,3.712464170959399290e+00,4.266988832952964827e+00,3.069126990450142589e+00,2.668962024242341080e+00,2.316205573733980394e+00,4.330143590594664360e+00,3.255860828472872726e+00,3.112393530770099837e+00,6.613871202613248457e+00,3.060400149157441518e+00,3.128621043272340696e+00,4.177800783198609480e+00,2.799619027774213897e+00
2.727799822562355647e+00,4.141023901327388401e+00,4.415143861280661497e+00,3.875378543791906605e+00,3.462427310575682426e+00,2.918370747397258658e+00,3.978935247364308481e+00,2.049197616500730845e+00,2.656225100586230958e+00,2.849343555849278342e+00,3.589734895074398580e+00,4.049790220820298714e+00,2.186042162413399215e+00,3.050541705148349880e+00,6.362180594607429462e+00,3.049868066782771336e+00,4.153516239575860247e+00,3.597226098112278336e+00,4.254048412292936732e+00,3.112573392742802092e+00,2.470113039872951610e+00,2.323452372815465239e+00,4.287062760316192822e+00,3.344796447065577549e+00,3.052904438398882370e+00,6.511232935659096555e+00,3.103208466344770322e+00,3.273207567222168102e+00,4.314357154815878559e+00,2.932994692009246673e+00
2.819526500101902311e+00,3.874832703034950754e+00,4.331722190919419901e+00,3.864180825803992914e+00,3.365874782473193605e+00,2.989067913216850947e+00,3.979228427925345368e+00,2.060028315571881485e+00,2.657920237187078261e+00,2.709798112866705022e+00,3.582594065667058736e+00,4.040930569867311917e+00,2.163610356581281646e+00,3.217266922698595710e+00,6.265429234896949140e+00,3.022362179029979945e+00,4.031291051524545033e+00,3.599927028927805139e+00,4.468954905360698504e+00,3.274096554451927599e+00,2.624664200611474651e+00,2.214554336052461103e+00,3.635219073911248433e+00,3.568893536836113878e+00,3.062120600130369574e+00,6.521364197389019957e+00,3.068996309008088730e+00,3.194814346950214379e+00,4.193521731551108189e+00,3.006724231571269890e+00
2.856257045402034844e+00,4.108662940049494061e+00,4.217037947586382174e+00,3.762617777710099531e+00,3.623730749602818157e+00,3.045513881065407435e+00,3.932120391525194769e+00,2.150726889827033528e+00,2.602576769604949103e+00,2.653644360128256885e+00,3.272843499442395832e+00,3.952664104879450413e+00,2.338847256417748266e+00,3.306988981163841324e+00,6.524817336244501220e+00,3.019579067148280949e+00,4.010360146995332720e+00,3.549336781698350762e+00,4.499253628465146093e+00,3.423575150633568320e+00,2.489397443781116159e+00,2.218977513128175261e+00,3.778140387338194905e+00,3.621353588948838187e+00,2.816204374101165087e+00,6.481990746103731382e+00,3.215935562569955497e+00,3.134895666973614325e+00,4.461401885143950530e+00,3.075223058673030252e+00
2.780826746011665129e+00,4.131326059572722365e+00,4.216287417289866113e+00,3.611096440978833755e+00,3.611115256797429396e+00,3.086051360030069635e+00,3.932034105768551946e+00,2.416277254210031700e+00,2.596215938377719912e+00,2.595799826652592568e+00,3.266259056672921712e+00,3.887033804577692209e+00,2.259930299918510688e+00,3.533729637531768830e+00,6.424556478854898778e+00,3.138609165156546865e+00,4.084925128027195207e+00,4.204545337744659328e+00,4.508798256356906009e+00,3.431337316254384096e+00,2.414784257020725633e+00,2.302364514220228919e+00,3.576009056696007882e+00,3.515850919272978103e+00,2.635314363948896954e+00,6.491543044436217436e+00,3.147593685044747680e+00,2.892809650761919649e+00,4.657671505905971010e+00,3.183929433631990769e+00
2.622935171404117138e+00,4.038764591220412647e+00,4.029454421266395414e+00,3.814267000143945818e+00,3.613082197754544644e+00,3.106904998635875881e+00,4.068199674057227710e+00,2.305751856297009184e+00,2.525876386237543514e+00,2.663721898231751872e+00,3.358968237333120221e+00,3.890639145002459998e+00,2.202351824823411519e+00,3.819681489533528485e+00,6.574999052195362736e+00,3.124709803370981032e+00,4.075628934456609009e+00,4.169060239505334664e+00,5.004423523253272776e+00,3.431043749201047710e+00,2.414031712568335042e+00,2.325968460778285340e+00,3.680809455417232812e+00,3.497353158713005783e+00,2.641643068901504687e+00,6.682613531476366830e+00,3.002264056586553487e+00,2.991401707470760840e+00,5.298600916314336828e+00,3.435258520767709101e+00
2.617993540473066538e+00,3.838438641023045328e+00,3.711917998566420351e+00,3.643533694736298845e+00,3.511257374102766615e+00,3.179135528487836648e+00,4.081420684594521120e+00,2.267674433552499647e+00,2.551268689821529989e+00,2.598264281945565024e+00,3.340739087592593748e+00,3.910080446547290922e+00,2.142695564468625413e+00,3.684463249174378952e+00,6.365501317765515310e+00,3.280928561191458037e+00,4.264081660364187343e+00,4.079210779436543532e+00,5.296977030057204772e+00,3.516532359175428279e+00,2.277531778609155566e+00,2.510333231995247161e+00,3.947122204015308000e+00,3.785369896914363430e+00,2.618032098397259144e+00,6.813041285858060903e+00,3.044023211246437377e+00,3.086843162963539999e+00,4.901721402553311790e+00,3.406018548969155457e+00
2.692273462559156449e+00,3.840978928277029247e+00,3.632910646503059837e+00,3.545932704959908754e+00,3.630685443787155631e+00,3.169923731048555737e+00,4.251852970819035349e+00,2.486611272690574914e+00,2.409270085422039465e+00,2.578558362560298800e+00,3.662893001446343000e+00,3.715502032031018587e+00,2.012272107032251789e+00,3.688372380850613474e+00,6.234854551404017897e+00,3.172102285201287231e+00,3.954957563294658751e+00,3.865400711003789791e+00,5.422415781489801745e+00,3.615355504962344035e+00,2.570363486253596008e+00,2.525496747796660557e+00,3.983589123501364959e+00,3.675219809283704286e+00,2.594032052690061985e+00,6.588105732850246810e+00,3.145879561300303884e+00,3.148567081956639591e+00,4.752187803812996769e+00,3.424740214956778495e+00
2.860027932352877222e+00,3.912788408997139200e+00,4.393512962235363695e+00,3.566547065630320201e+00,3.232833727100592469e+00,3.307956505343771170e+00,4.006127210098816782e+00,2.360025729615254697e+00,2.383311864007753300e+00,2.321693192145263041e+00,3.541768553718902535e+00,3.366266494251045405e+00,1.991882933139615952e+00,3.651161197726144003e+00,6.273217817688697906e+00,3.161426942905066539e+00,3.890359089863014042e+00,3.943137121419026947e+00,5.643453703770141772e+00,3.563514711931944134e+00,2.529197518046260029e+00,2.584222123971523288e+00,3.913521174466025876e+00,3.874513944898168027e+00,2.560331778264819391e+00,6.591817615243686035e+00,3.175363778060067421e+00,3.367777532165605159e+00,4.496134864896079719e+00,3.411737156631668100e+00
2.816835036189956121e+00,3.930119586321690672e+00,4.446705082527633301e+00,3.533280163287070952e+00,3.481485343244183905e+00,3.283652046104073907e+00,4.237922227128088082e+00,2.565498947160779419e+00,2.408745250148217387e+00,2.274384511799056430e+00,3.718424715059351460e+00,3.090463520093584382e+00,2.065323157535460918e+00,3.817376405728781563e+00,6.348251779894800606e+00,3.167737994141540447e+00,3.834647231153802238e+00,4.057627861329084595e+00,5.371220831486812841e+00,3.543982615067936770e+00,2.650389325573125454e+00,2.372735601969187869e+00,3.838224956630995166e+00,4.030439653383252718e+00,2.871441712244486855e+00,6.251971836277292915e+00,3.340182411315568700e+00,3.472787149542619467e+00,4.069603796899489367e+00,3.439511432449734674e+00
2.742199415053319100e+00,3.740862533677285384e+00,4.374800385563841765e+00,3.442466565120010369e+00,3.887299409174173714e+00,3.303712613063791714e+00,3.523023898401048903e+00,2.714945486249040307e+00,2.409574308663445130e+00,2.283697879606416681e+00,3.908910057690931250e+00,3.169383142686998056e+00,2.079951364698314542e+00,3.416341072774728094e+00,6.819240405559318319e+00,3.162174482767757588e+00,3.765945880125365797e+00,4.222628337478439242e+00,5.571143253704863518e+00,3.420434510920736138e+00,2.695971233773506448e+00,2.428755346634594581e+00,3.763655784934583970e+00,4.330592434419824777e+00,2.864334410072630455e+00,6.101134496615675751e+00,3.342950402519942354e+00,3.774134001978272313e+00,4.097119794158724737e+00,3.355996118544139595e+00
2.942858755451151609e+00,3.634310525835379391e+00,4.387470783662734242e+00,3.350335890162958297e+00,3.712247915009958543e+00,3.358209907757241375e+00,3.558921274264791990e+00,2.665867010800983650e+00,2.457823187676922760e+00,2.101541706625756678e+00,3.647909598344686533e+00,3.122141349313925396e+00,1.946054856780031983e+00,3.550621642344551354e+00,6.821759927393650891e+00,3.231672347380057708e+00,3.807408985188544648e+00,4.265905304153929656e+00,5.317984446287900013e+00,3.341151724580226023e+00,2.624798308966759919e+00,2.443183850855040085e+00,3.733420411182624132e+00,4.124038987248307642e+00,2.878307478839427613e+00,6.142368524997332102e+00,3.281703631711962110e+00,3.772252755183830963e+00,4.242332120346286040e+00,3.340572515200672665e+00
2.920897517343385985e+00,3.947744412167848438e+00,4.452490883429665480e+00,3.368976912558299119e+00,3.709108542686902155e+00,3.300173589606288704e+00,3.600877375889088849e+00,2.687420294730736181e+00,2.388244476683962780e+00,2.192408115899593835e+00,3.635733637088111703e+00,3.498032344818864825e+00,1.948392241511907930e+00,3.429285967560770310e+00,6.803808084897771558e+00,3.181318472062575786e+00,4.128911840108616005e+00,4.270842497792049386e+00,5.478323412455620378e+00,2.953680528225476110e+00,2.422963366932389562e+00,2.442789290499834731e+00,3.787493865557622019e+00,4.122523425198261648e+00,2.886262493892106207e+00,6.026183964687009897e+00,2.754365060493437767e+00,3.787416808751961739e+00,4.466856972853486596e+00,3.432308870894082542e+00
3.146855442426313321e+00,3.943352672273880977e+00,4.688829593855793121e+00,3.224611627826389437e+00,3.763277219861444145e+00,3.418402560366638365e+00,4.101159292526679323e+00,2.739003972643553109e+00,2.697703316467906731e+00,2.089797537955806916e+00,3.608828391584671280e+00,3.490602539331050913e+00,2.180069044370853693e+00,3.401533046521458381e+00,6.849531718281925308e+00,3.215051503420142787e+00,4.072905429198153904e+00,4.290991604731252629e+00,5.505620344831134716e+00,2.829367078739037922e+00,2.579357656769932561e+00,2.527023252206989312e+00,3.791268745840414844e+00,4.039309766271500735e+00,2.767501767644342969e+00,5.319100392123834453e+00,2.793399512001460749e+00,3.937269370332464824e+00,4.440070719168842217e+00,3.423504470720323933e+00
3.275979097573034071e+00,3.973548171200900647e+00,4.788513739668706748e+00,3.431485539165722631e+00,3.448545323870140233e+00,3.252413971705912843e+00,4.124451688192829479e+00,2.809285927000234384e+00,2.790599791846462452e+00,2.018180921158343466e+00,3.534587941608365647e+00,3.498586636900263613e+00,2.151116512219815924e+00,3.411390577703990346e+00,6.674641826049290572e+00,3.219975679937386648e+00,4.064300844010489300e+00,4.138358734049754517e+00,5.725908753014358865e+00,2.897021983485362107e+00,2.482964746911844323e+00,2.375224365642315760e+00,3.706313622028826416e+00,3.891905716487225941e+00,2.728024880758445736e+00,4.904809089212561091e+00,2.786436912028558588e+00,4.006017428591198026e+00,4.441593186768260537e+00,3.458568247077091762e+00
3.450910823392287163e+00,3.953888371210577013e+00,4.528977020256689912e+00,3.355823836660400072e+00,3.715983778566384288e+00,3.406329475334420653e+00,4.249934875542082935e+00,2.788201697417240776e+00,2.841181532070558013e+00,1.974980835091675546e+00,3.552723345261532550e+00,3.563247108644651995e+00,2.363625551473540032e+00,3.370803900685923615e+00,5.964487070038061667e+00,3.225406965679197491e+00,4.007972220532370677e+00,3.999735912743115129e+00,5.160920402337574764e+00,2.900309322405059120e+00,2.484021202740424261e+00,2.421171455102268943e+00,3.636236545441453138e+00,3.900165953393804230e+00,2.796990762898664329e+00,4.887732261137940348e+00,2.877785052101745400e+00,4.023772342782448774e+00,3.980378534567811322e+00,3.312098176413985406e+00
3.377161705198961528e+00,4.169969472911393638e+00,4.514978960670379848e+00,3.439070470672244362e+00,3.945958571538001891e+00,4.280663360217693558e+00,4.957524463291175465e+00,2.830783418998842116e+00,2.992569881295028544e+00,2.182361429990628210e+00,3.515218074293082751e+00,3.563126709881358156e+00,2.579867375693210008e+00,3.393096263678535784e+00,5.929497342509077562e+00,3.020014571651088442e+00,3.980864582920880856e+00,4.018386286334640012e+00,5.007987142293298000e+00,3.136713169155307401e+00,2.407680885435965479e+00,2.637516228389682471e+00,3.628025711711130086e+00,3.907841743099038645e+00,2.911384011783432868e+00,4.812076300814518426e+00,2.927668901871814278e+00,3.928654830279338928e+00,3.656339928353212976e+00,3.252599843399661239e+00
3.370730389546511496e+00,4.091432359018438270e+00,3.915525716685259283e+00,3.483399449962961913e+00,3.927981448999677383e+00,4.232147369206230358e+00,4.638105317570397901e+00,2.878786999868376828e+00,2.853752970532805300e+00,2.128901314260813749e+00,3.455960903321571909e+00,3.607695983128859307e+00,2.620249173904831252e+00,3.215280211067474525e+00,5.816804975591351123e+00,3.149036416667890581e+00,4.242730519980766779e+00,3.990703237629074085e+00,5.460558472777401917e+00,3.140660621976312683e+00,2.644221247596711066e+00,2.729109962614225005e+00,3.523601438506419825e+00,4.075703850563213493e+00,3.036064203707503850e+00,4.817549462326249810e+00,2.905539769856196219e+00,3.791894903115974991e+00,3.598383918419002292e+00,3.168365108937813979e+00
3.340991506264956890e+00,4.218916466230119511e+00,4.049103509769302889e+00,3.404366703957713902e+00,3.860782443585412338e+00,5.027573697727118152e+00,4.567567499763049987e+00,2.794456645310320120e+00,2.963805616086129469e+00,2.227336420701231390e+00,3.392013214850634562e+00,3.469559008709166115e+00,2.544074900342764955e+00,3.325686015239595505e+00,6.026178846814035595e+00,3.029707886325041954e+00,4.240532057016054068e+00,3.619222350132497823e+00,5.933271325531750406e+00,3.405648668364620324e+00,2.675012440969926075e+00,2.772639320220777304e+00,3.530716700125327456e+00,4.194190925784579527e+00,3.108353298755806016e+00,4.780261895399053884e+00,3.069299605947271470e+00,3.961656522491983523e+00,3.914648342684993843e+00,2.921047754465524449e+00
