"centerSampCov00p1","centerSampCov0p10p1","centerSampCov01","centerSampCov0p11","centerSampCov010","centerSampCov0p110"
7.27499355064372,5.8313409013733,42.5674183354932,34.8365992815279,29.9783240025085,23.1372673367675
6.91337059877492,8.14603957542807,34.7461364035609,17.5374065448743,45.2359885165842,30.3848897805145
4.89330093290999,7.91547294261381,41.1038547927329,19.3593485933382,48.6466364688434,40.1671369509783
2.83560146776797,3.37144669014222,63.9063924942432,30.3573744860815,22.8166983435082,23.3802049675339
3.53800101183125,3.51835302732274,37.1513213449529,15.6919718733216,35.2952826513987,16.1012633308439
7.57851322844489,6.22195046753528,25.4830441067273,14.8751936968353,50.6777760706851,31.2073820642115
2.04229922340445,2.1700582126313,50.9576585200435,24.6019459770562,72.5938283806419,46.0400382228618
13.311398277258,4.57687404534492,77.1274847252618,32.1768959681482,76.599810990035,39.6638857145998
11.93679834848,9.76760926683758,50.6298779371557,19.1047607041294,31.7718464328995,21.5968898784482
14.7439676130943,8.77849666978418,45.3077407324183,18.6006591811942,50.3373792735397,28.6474280811726
4.43291035579471,4.49413346161245,63.1639019078771,27.7939251547175,91.2128341927795,47.7307368438674
6.50893876953867,7.59226780000469,79.1713026717178,14.6833506503439,36.2741361989856,25.9428671409733
14.1578481674378,5.63576854643208,112.552619278835,44.4589792486632,34.1069140422705,23.0707529337883
4.90548577213711,6.97891006992381,53.1535490223394,28.0021259996665,32.2618113826577,24.19973474156
1.44284207985217,2.6299077440151,36.6808890779485,18.1035815544886,62.9363618783635,33.0924277686287
4.13904001248117,3.9932666083941,22.6114661894393,13.724094949326,71.389762612177,38.260905126133
6.39927093737218,5.62003551091746,59.5685980231561,31.3867480626639,57.4603126301421,36.864059113592
2.79575913958288,8.11399696933819,59.1240188741288,24.0236045627305,59.8853970847668,27.4416264360948
7.52231257921546,11.1264401589482,55.1937139084391,31.5926298634294,57.6641344026793,35.4271643222889
28.662862991151,10.5148569652972,37.1760059763677,19.4220521283088,53.0963541076767,31.0099471243997
8.66257432563353,6.69198025067648,56.4760098359648,31.7809856852739,57.8228525035726,26.7592175400346
24.4495485600158,34.0252949113381,35.5037554678607,18.6708644372372,47.6784250810285,18.5777570354358
3.4321911037887,4.4598683679315,53.6621463615717,20.9822319366935,71.8119220452137,34.6150412048019
2.05845305072315,5.06556078793907,75.2450363381438,30.284886651933,40.5099010653697,24.5300704816091
4.77461994824926,6.72098306519672,72.2295490319184,37.1203255644703,35.4645102877695,25.7058297173301
4.05120498506393,7.98613275788613,114.287102611443,23.9309466509469,66.5736441781206,30.9738774313928
4.49257963598547,4.94550331486568,56.1911327405888,26.1462691997853,38.3538289554945,29.9988383320574
1.81746964034385,3.56705963968587,46.089625076509,29.4611299249482,38.0465945706039,21.1582728240878
7.03568408259383,12.9264636747579,65.9654343874873,39.5217746157666,67.8176049188049,35.2894877918808
9.56759052590419,14.0106971266819,74.1443796064947,35.5461172636636,73.9505191480682,47.6174642943535
6.346526237097,20.1411221925243,77.174599215625,17.4109545457838,53.3694836092653,33.34903726519
6.74328857329575,9.09700723717123,42.6794815561711,24.0768537199942,24.1981229292512,20.2146824105783
3.00986643105159,6.52845089633212,40.7849637548499,23.0065171220185,53.8107963462211,31.7179868572566
13.7932799309937,16.0246673617173,60.0004759443002,22.2748293053985,14.7559862643126,9.78108770365388
9.94171000151788,12.0638101780673,36.3140589430452,15.6936205748656,85.6431377120704,35.4166211483009
3.45054939021979,11.9206726978092,57.3626403641717,24.0034581274494,71.2770831414888,43.6248464727177
2.91539647392648,4.38986611499506,48.9571314832373,16.1759895231481,54.8563811659204,35.2191117908703
3.34894436558562,3.86510257170784,60.0699965555847,24.8816217114694,59.3041151197802,36.9332142135468
2.55572858997727,3.25342137346408,39.4634455575994,18.5295882199219,29.3168216589333,15.8458527204695
2.54229474042558,13.6881331412976,64.4855929925479,40.1848231486786,67.672571089534,31.3641658930641
6.64151001486367,3.69385870863299,86.4951902945234,36.2544951544069,26.8048933195416,21.7556224542841
5.62383968344949,2.53101732515859,46.1675007873607,25.1167594163942,37.4675111984374,25.5200948029971
4.1732306348758,8.37875292761528,49.4069731253383,28.144208397476,11.7151725524166,10.9825094590783
5.21397046973552,5.18185153118334,68.5668640463625,25.3185625583101,51.2737019994088,28.1401127128759
5.89111547835465,16.7449169751164,82.8005597065348,17.4844235572628,54.5708272853806,19.7158480885583
4.91332985545593,3.56720354223589,64.6034099733353,27.269081930849,46.4334819047368,19.6931768584612
10.1162134054883,8.32957938789677,32.6570974645917,14.495981853418,53.7766117161189,28.9882726783418
8.35492890822299,10.3321719569431,31.0887233382041,19.8911497569043,30.1239820904956,17.4344395095178
10.0848637602602,6.2274517937828,53.6591093507444,29.978476274771,29.0181608036231,19.404802700387
9.49741515282637,7.09701360453878,35.3831818226,22.5188719837884,65.6090931135023,38.9968370879811
