8.003253802165711805e-01,8.734169524865823542e-01,-6.022657589912285836e-01,1.055280958738306962e+00
7.990945594448273237e-01,8.677394610528967878e-01,-5.972412568963312296e-01,1.055526012001024139e+00
8.037552023584055849e-01,8.661511439742762830e-01,-5.916110092192983227e-01,1.053566246160484665e+00
7.696034752145615165e-01,8.840258164781459316e-01,-6.116752888525158749e-01,1.103660767823113842e+00
7.722795539075760773e-01,8.952787686151512103e-01,-6.081981669729529250e-01,1.101166261866685092e+00
7.976087706748231643e-01,9.139757645791213303e-01,-5.543111563713760681e-01,1.095996208222208113e+00
8.012183563092145633e-01,9.109530562350205418e-01,-5.577281391613541084e-01,1.105180087448788040e+00
7.995102859732172718e-01,8.701365412433201829e-01,-5.428359514929667062e-01,1.103458531222005101e+00
7.994321932217597348e-01,8.720255772367947467e-01,-5.390664369456827920e-01,1.097047828518617596e+00
7.859798003114640830e-01,8.986164358943450337e-01,-5.691051508272243487e-01,1.135328847793924734e+00
7.971055472376634699e-01,8.903322953708934229e-01,-5.563512934437261359e-01,1.151306856571868042e+00
8.087729982126423689e-01,8.893284838673046755e-01,-5.454237235120970029e-01,1.165644067860171829e+00
8.114153579820662099e-01,8.903533167560576667e-01,-5.691187234752090873e-01,1.162853112167801184e+00
8.191756004503129018e-01,8.730121148977858514e-01,-5.770859333560645066e-01,1.172096831680115914e+00
8.258061071711421119e-01,8.747819911939881399e-01,-5.576034050302690614e-01,1.176217092246889084e+00
8.276649490782357343e-01,8.673007779365708991e-01,-5.538775373967079751e-01,1.168522817549551007e+00
8.255814024224933378e-01,8.693063040830996124e-01,-5.659017831897878992e-01,1.168999192393127329e+00
8.270444518572803716e-01,8.719993646856311065e-01,-5.500981448843722532e-01,1.171982538790829143e+00
8.242259886279499348e-01,8.779681586290311035e-01,-5.499828190862131594e-01,1.171724790544915740e+00
8.054975342076274858e-01,8.884454090992567332e-01,-5.508650913696879758e-01,1.180303627799365040e+00
8.094819773429026144e-01,8.964257388921833547e-01,-5.486523237243461359e-01,1.185225293531862789e+00
7.646859063625428554e-01,9.132467229871162884e-01,-5.793154680453367344e-01,1.238885783396258988e+00
7.692054426497625386e-01,8.967699663839032720e-01,-5.780897476456996475e-01,1.230467649315675649e+00
